ID Code,Tablet Name,Language,Object,Surface,Line Number,Original Text,Translation
P144427,"SAT 3, 1227",sux,bulla,a,4,3(disz) {gi}gur in-nu,
P144427,"SAT 3, 1227",sux,bulla,a,5,1(disz) ze2-na geszimmar,
P144427,"SAT 3, 1227",sux,bulla,a,6,1(asz) gu2-ne-sag-ga2 sumun,
P144427,"SAT 3, 1227",sux,bulla,a,7,1(disz) [...] banda3-sze3,
P144427,"SAT 3, 1227",sux,bulla,a,8,1(disz) dug suhur,
P144427,"SAT 3, 1227",sux,bulla,a,9,2(disz) szah2-nita2,
P144427,"SAT 3, 1227",sux,bulla,a,10,1(disz) {gesz}ig LAGAB-a [...],
P144427,"SAT 3, 1227",sux,bulla,a,11,3(disz) {gesz}ig geszimmar,
P144427,"SAT 3, 1227",sux,bulla,a,12,2(u) 4(disz) kusz gu4 hi-a,
P144427,"SAT 3, 1227",sux,bulla,a,1,[nig2]-gur11 ur-{d}nerah,
P144427,"SAT 3, 1227",sux,bulla,a,2,lu2-{d}ba-ba6 szabra,
P144427,"SAT 3, 1227",sux,bulla,a,3,szu ba-ti,
P144427,"SAT 3, 1227",sux,bulla,a,4,iti ezem-{d}szul-gi,
P144427,"SAT 3, 1227",sux,bulla,a,5,mu {d}szu-{d}suen lugal,
P144591,"SAT 3, 1391",sux,bulla,a,1,1(u) 7(asz) 2(ban2) kasz du gur,
P144591,"SAT 3, 1391",sux,bulla,a,2,aga3-us2 lu2-[...],
P144591,"SAT 3, 1391",sux,bulla,a,3,giri3 ur-{d}szara2,
P144591,"SAT 3, 1391",sux,bulla,a,4,i3-li2-mu,
P144591,"SAT 3, 1391",sux,bulla,a,5,ba-an-na-zi,
P144591,"SAT 3, 1391",sux,bulla,a,6,2(u) 1(asz) 2(ban2) kasz du gur,
P144591,"SAT 3, 1391",sux,bulla,a,7,giri3 i3-li2-mu,
P144591,"SAT 3, 1391",sux,bulla,a,8,ki bi2-du11-ga-ta,
P144591,"SAT 3, 1391",sux,bulla,a,1,kiszib3 hu-wa-wa,
P144591,"SAT 3, 1391",sux,bulla,a,2,sza3 a2 u4-da,
P144591,"SAT 3, 1391",sux,bulla,a,3,mu si-ma-num2{ki} ba-hul,
P144591,"SAT 3, 1391",sux,bulla,a,1,lu2-eb!-gal!,
P144591,"SAT 3, 1391",sux,bulla,a,2,dub-sar,
P144591,"SAT 3, 1391",sux,bulla,a,3,dumu ur-ge6-par4,
P144591,"SAT 3, 1391",sux,bulla,a,4,gudu4 {d}inanna,
P144752,"SAT 3, 1552",sux,bulla,a,1,5(disz) gurusz hun-ga2 u4 1(disz)-sze3,
P144752,"SAT 3, 1552",sux,bulla,a,2,i7 gibil suh-gibil-du3-a,
P144752,"SAT 3, 1552",sux,bulla,a,3,e2 szu-luh ak,
P144752,"SAT 3, 1552",sux,bulla,a,4,ugula i7-pa-e3,
P144752,"SAT 3, 1552",sux,bulla,a,5,kiszib3 gu-u2-gu-a,
P144752,"SAT 3, 1552",sux,bulla,a,1,mu us2-sa {d}szu-{d}suen lugal-e bad3 mar-tu ba-du3,
P144752,"SAT 3, 1552",sux,bulla,a,1,gu-u2-gu-a,
P144752,"SAT 3, 1552",sux,bulla,a,2,dub-sar,
P144752,"SAT 3, 1552",sux,bulla,a,3,dumu ma-an-szum2,
P144913,"SAT 3, 1713",sux,bulla,a,1,1/3(disz) sila3 5(disz) gin2,
P144913,"SAT 3, 1713",sux,bulla,a,2,i3-nun du10-ga,
P144913,"SAT 3, 1713",sux,bulla,a,3,i3 masz2-da-re6-a,
P144913,"SAT 3, 1713",sux,bulla,a,4,{d}szara2 anzu2{muszen}-babbar2,
P144913,"SAT 3, 1713",sux,bulla,a,5,mu kiszib3 lugal-a-ni-sa6-sze3,
P144913,"SAT 3, 1713",sux,bulla,a,1,kiszib3 {d}szara2-kam,
P144913,"SAT 3, 1713",sux,bulla,a,2,mu {d}szu-{d}suen lugal-e na-ru2-a-mah mu-hul!,
P144913,"SAT 3, 1713",sux,bulla,a,1,{d}szara2-kam,
P144913,"SAT 3, 1713",sux,bulla,a,2,dub-sar,
P144913,"SAT 3, 1713",sux,bulla,a,3,dumu lugal-{gesz}kiri6,
P144913,"SAT 3, 1713",sux,bulla,a,4,szabra,
P145416,"SAT 3, 2216",sux,bulla,a,1,5(disz) sila3 kasz,
P145416,"SAT 3, 2216",sux,bulla,a,2,5(disz) sila3 ninda,
P145416,"SAT 3, 2216",sux,bulla,a,3,lu2 kin-gi4-a sukkal,
P145416,"SAT 3, 2216",sux,bulla,a,4,5(disz) sila3 4(disz) kasz,
P145416,"SAT 3, 2216",sux,bulla,a,5,5(disz) sila3 ninda,
P145416,"SAT 3, 2216",sux,bulla,a,6,lu2 kin-gi4-a usz-mu szakkan6,
P145416,"SAT 3, 2216",sux,bulla,a,7,5(disz) sila3 kasz,
P145416,"SAT 3, 2216",sux,bulla,a,8,5(disz) sila3 ninda,
P145416,"SAT 3, 2216",sux,bulla,a,9,lu2 kin-gi4-a giri3-ni-i3-dab5,
P145416,"SAT 3, 2216",sux,bulla,a,10,1(ban2) dabin,
P145416,"SAT 3, 2216",sux,bulla,a,11,lu2 kin-gi4-a puzur4-esz18-dar,
P145416,"SAT 3, 2216",sux,bulla,a,1,1(disz) dug dida 1(ban2)! zi3 szu-i3-li2 lu2 <kin>-gi4-a,
P145416,"SAT 3, 2216",sux,bulla,a,2,sig4?-ar-ha,
P145416,"SAT 3, 2216",sux,bulla,a,3,iti min-esz3,
P145698,"TCS 1, 174",sux,bulla,a,1,na-ni,
P145698,"TCS 1, 174",sux,bulla,a,2,u3-na-a-du11,
P145698,"TCS 1, 174",sux,bulla,a,3,5(asz) sze gur lugal,
P145698,"TCS 1, 174",sux,bulla,a,4,sze ur5-ra,
P145698,"TCS 1, 174",sux,bulla,a,1,lugal-me-lam2 dumu ur-ma-ma,
P145698,"TCS 1, 174",sux,bulla,a,2,in-na-szum2-ma,
P145698,"TCS 1, 174",sux,bulla,a,3,lu2 na-ba-du3,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,1,4(disz) udu,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,2,ba-usz2,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,3,u4 3(disz)-kam,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,1,[ki na]-lu5#-ta,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,2,[{d}szul-gi-iri]-mu,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,3,szu# ba#-ti,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,4,iti u5-bi2-gu7,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,5,mu# {d}szu-{d}suen lugal,
P200578,"VAMZ 3, 26-27 127",sux,bulla,a,1,4(disz),
P201398,"Princeton 2, 399",sux,bulla,a,1,5(disz) udu,
P201398,"Princeton 2, 399",sux,bulla,a,2,2(disz) sila4 ga,
P201398,"Princeton 2, 399",sux,bulla,a,3,1(disz) kir11 ga,
P201398,"Princeton 2, 399",sux,bulla,a,4,ba-usz2 u4 1(u) 8(disz)-kam,
P201398,"Princeton 2, 399",sux,bulla,a,5,ki na-lu5-ta,
P201398,"Princeton 2, 399",sux,bulla,a,1,ur-nigar{gar},
P201398,"Princeton 2, 399",sux,bulla,a,2,szu ba-ti,
P201398,"Princeton 2, 399",sux,bulla,a,3,iti szu-esz-sza,
P201398,"Princeton 2, 399",sux,bulla,a,4,mu {d}amar-{d}suen lugal-e,
P201398,"Princeton 2, 399",sux,bulla,a,5,ur-bi2-lum{ki} ba-hul,
P201398,"Princeton 2, 399",sux,bulla,a,1,8(disz),
P202088,"Nisaba 03/2, 46",sux,bulla,a,1,5(disz) sila3 kasz 5(disz) sila3 [...],
P202088,"Nisaba 03/2, 46",sux,bulla,a,2,1(disz) i3-gesz id-gur2,
P202088,"Nisaba 03/2, 46",sux,bulla,a,3,a-hu-a-ga sukkal,
P202088,"Nisaba 03/2, 46",sux,bulla,a,4,5(disz) sila3 kasz 5(disz) sila3 ninda,
P202088,"Nisaba 03/2, 46",sux,bulla,a,5,1(disz) i3-gesz id-gur2,
P202088,"Nisaba 03/2, 46",sux,bulla,a,6,gu3-de2-a sukkal diri dam-gar3 sa-gaz-ak-sze3 gen-na,
P202088,"Nisaba 03/2, 46",sux,bulla,a,1,5(disz) sila3 kasz 5(disz) sila3 ninda,
P202088,"Nisaba 03/2, 46",sux,bulla,a,2,1(disz) i3-gesz id-gur2,
P202088,"Nisaba 03/2, 46",sux,bulla,a,3,ba-lu5 sukkal,
P202088,"Nisaba 03/2, 46",sux,bulla,a,4,KA inim-ma-ta KA-a-sze3 gen-na,
P202088,"Nisaba 03/2, 46",sux,bulla,a,5,an-sza-an{ki}-ta u3 nibru{ki}-ta gen-na,
P202088,"Nisaba 03/2, 46",sux,bulla,a,6,iti szu-numun#,
P202737,BM 027352,sux,bulla,a,1,pisan-dub-ba,Basket-of-tablets:
P202737,BM 027352,sux,bulla,a,2,nig2-ka9 ak sze si-i3-tum,accounts of barley deficits
P202737,BM 027352,sux,bulla,a,3,giri3-{d}ba-ba6-i3-dab5,"of Giri-Baba-idab,"
P202737,BM 027352,sux,bulla,a,4,ur-{d}igi-zi-bar-ra,"Ir-Igibara,"
P202737,BM 027352,sux,bulla,a,1,nig2-ka9 sze amar,"accounts of barley, calves,"
P202737,BM 027352,sux,bulla,a,2,u3 dub gid2-da-bi,"and their extended tablets,"
P202737,BM 027352,sux,bulla,a,3,i3#-gal2,are here;
P202737,BM 027352,sux,bulla,a,4,mu us2-sa bad3 ma-da ba-[du3],year following: “The wall of the lands was erected.”
P202737,BM 027352,sux,bulla,a,5,e2 eresz-dingir# {d#}[ba]-ba6,"household of the high priestess of Baba,"
P202737,BM 027352,sux,bulla,a,6,ugula inim-{d#}[ba]-ba6#-i3#-dab5# [szabra?],"foreman: Inim-Baba-idab, chief household administrator."
P202745,BM 027716,sux,bulla,a,1,pisan-dub-ba,Basket-of-tablets:
P202745,BM 027716,sux,bulla,a,2,sze erin2-e,barley by the (labor-)troops
P202745,BM 027716,sux,bulla,a,3,szu ti-a,"received,"
P202745,BM 027716,sux,bulla,a,4,mu en eridu{ki}-ga ba-hun-ga2-sze3,"for the year: “The en-(priest) of Eridu was hired,”"
P202745,BM 027716,sux,bulla,a,5,nu-dab5 u3 he2-dab5-me,"nudab and ḫedab,"
P202745,BM 027716,sux,bulla,a,6,gu2 i7 nigin6{ki}-sze3-du,"the banks of the waterway To-Nigin-going,"
P202745,BM 027716,sux,bulla,a,7,mu us2-sa bad3 ma-da ba-du3,year following: “The wall was erected.”
P203987,"Nisaba 22, 063",sux,bulla,a,1,pisan-dub-ba,Basket-of-tablets:
P203987,"Nisaba 22, 063",sux,bulla,a,2,sza3 {kusz}du10-gan-na,xxx
P203987,"Nisaba 22, 063",sux,bulla,a,3,kasz zi3 i3,xxx
P203987,"Nisaba 22, 063",sux,bulla,a,4,giri3 kas4-ke4-ne,xxx
P203987,"Nisaba 22, 063",sux,bulla,a,5,iti diri sze-sag11-ku5-ta,xxx
P203987,"Nisaba 22, 063",sux,bulla,a,6,iti sze-il2-la-sze3,xxx
P203987,"Nisaba 22, 063",sux,bulla,a,1,iti 2(disz)-kam,xxx
P203987,"Nisaba 22, 063",sux,bulla,a,2,sza3 gu2-ab-ba{ki},xxx
P203987,"Nisaba 22, 063",sux,bulla,a,3,sza3 ki-nu-nir{ki},xxx
P203987,"Nisaba 22, 063",sux,bulla,a,4,sza3 ki-ma-da-sal4-la{ki},xxx
P203987,"Nisaba 22, 063",sux,bulla,a,5,i3-gal2,xxx
P203987,"Nisaba 22, 063",sux,bulla,a,6,mu ha-ar-szi{ki} ba-hul,xxx
P204912,"BPOA 1, 0131",sux,bulla,a,1,1(u) 4(disz) tug2 da-ba-tum,
P204912,"BPOA 1, 0131",sux,bulla,a,2,ki-la2-bi 5(u) 6(disz) 2/3(disz) ma-na,
P204912,"BPOA 1, 0131",sux,bulla,a,3,tug2 ki-la2 tag-ga,
P204912,"BPOA 1, 0131",sux,bulla,a,1,mu-kux(DU),
P204912,"BPOA 1, 0131",sux,bulla,a,2,lugal-uszur4,
P204912,"BPOA 1, 0131",sux,bulla,a,3,iti ezem-{d}szul-gi,
P204912,"BPOA 1, 0131",sux,bulla,a,4,mu hu-uh2-nu-ri{ki} ba-hul,
P206264,BM 016001,sux,bulla,a,1,pisan-dub-ba,Basket-of-tablets:
P206264,BM 016001,sux,bulla,a,2,nig2-ka9-ak e2-tum,"accounts, ‘chambers’"
P206264,BM 016001,sux,bulla,a,3,sipa udu-gi-ke4-ne,"shepherds of native sheep,"
P206264,BM 016001,sux,bulla,a,4,giri3 lu2-kal-la,"via Lukalla,"
P206264,BM 016001,sux,bulla,a,5,sza3 gu2-ab-ba{ki},in Guabba.
P209457,"Ontario 2, 027",sux,bulla,a,1,1(asz) 3(barig) sze gur lugal,
P209457,"Ontario 2, 027",sux,bulla,a,2,sza3-gal {ansze}kunga2,
P209457,"Ontario 2, 027",sux,bulla,a,3,ki ARAD2-ta,
P209457,"Ontario 2, 027",sux,bulla,a,4,lu2-banda3{da},
P209457,"Ontario 2, 027",sux,bulla,a,5,szu ba-ti,
P209457,"Ontario 2, 027",sux,bulla,a,1,iti {d}dumu-zi,
P209457,"Ontario 2, 027",sux,bulla,a,2,mu us2-sa e2 puzur4-{d}da-gan ba-du3,
P209457,"Ontario 2, 027",sux,bulla,a,1,lu2-banda3{da},
P209457,"Ontario 2, 027",sux,bulla,a,2,mu6-[sub3!(GU4) {d}szara2],
P209457,"Ontario 2, 027",sux,bulla,a,3,dumu {gesz}[gigir-re],
P209576,"Ontario 2, 493",sux,bulla,a,1,ur-mes,
P209576,"Ontario 2, 493",sux,bulla,a,2,u3-na-a-du11,
P209576,"Ontario 2, 493",sux,bulla,a,3,2(disz) udu u2 saga,
P209576,"Ontario 2, 493",sux,bulla,a,4,ki ensi2 bala-a-ta,
P209576,"Ontario 2, 493",sux,bulla,a,5,ul4-la-bi,
P209576,"Ontario 2, 493",sux,bulla,a,1,lu2 du11-ga muhaldim-ra,
P209576,"Ontario 2, 493",sux,bulla,a,2,he2-na-ab-szum2-mu,
P209576,"Ontario 2, 493",sux,bulla,a,3,a-ma-ru-kam,
P209576,"Ontario 2, 493",sux,bulla,a,4,na-mi-gur-re,
P209576,"Ontario 2, 493",sux,bulla,a,1,du11-ga dub-sar,
P209576,"Ontario 2, 493",sux,bulla,a,2,dumu lu2-{d}nin-gir2-su,
P209576,"Ontario 2, 493",sux,bulla,a,3,sipa na-gab2-tum,
P209859,"Ontario 2, 242",sux,bulla,a,1,1(asz) sze gur,
P209859,"Ontario 2, 242",sux,bulla,a,2,du10-ge,
P209859,"Ontario 2, 242",sux,bulla,a,3,2(barig) dingir-ra-bi?,
P209859,"Ontario 2, 242",sux,bulla,a,4,1(disz) gur i-di3-dingir,
P209859,"Ontario 2, 242",sux,bulla,a,5,3(barig) na-ki-ki,
P209859,"Ontario 2, 242",sux,bulla,a,1,2(barig) nu-hi-dingir,
P209859,"Ontario 2, 242",sux,bulla,a,2,2(barig) ti-ti,
P209859,"Ontario 2, 242",sux,bulla,a,3,szunigin 3(asz) 4(barig) gur,
P209859,"Ontario 2, 242",sux,bulla,a,4,szu-nir-ru-ku maszkim,
P210163,"BPOA 6, 0361",sux,bulla,a,1,3(asz) sze sumun gur lugal,
P210163,"BPOA 6, 0361",sux,bulla,a,2,sze ur5-ra zi3-da,
P210163,"BPOA 6, 0361",sux,bulla,a,3,sahar-u2-u2-ta,
P210163,"BPOA 6, 0361",sux,bulla,a,4,ki ARAD2-ta,
P210163,"BPOA 6, 0361",sux,bulla,a,5,mu dam-sa6-sze3,
P210163,"BPOA 6, 0361",sux,bulla,a,1,kiszib3 nam-sza3-<tam> da-da i3-gal2,
P210163,"BPOA 6, 0361",sux,bulla,a,2,iti {d}li9-si4,
P210163,"BPOA 6, 0361",sux,bulla,a,3,mu us2-sa bad3 ba-du3,
P210163,"BPOA 6, 0361",sux,bulla,a,1,da-da-he2-gal2,
P210163,"BPOA 6, 0361",sux,bulla,a,2,[...],
P211466,"SANTAG 6, 160",sux,bulla,a,1,1(disz) udu niga 2(disz) udu u2,
P211466,"SANTAG 6, 160",sux,bulla,a,2,u4-sakar gu-la,
P211466,"SANTAG 6, 160",sux,bulla,a,3,1(disz) udu niga 3(disz) udu u2,
P211466,"SANTAG 6, 160",sux,bulla,a,4,1(disz) masz2 {gesz}gigir u4 6(disz),
P211466,"SANTAG 6, 160",sux,bulla,a,5,1(disz) udu niga 5(disz) udu u2,
P211466,"SANTAG 6, 160",sux,bulla,a,6,{gesz}gigir u4 7(disz),
P211466,"SANTAG 6, 160",sux,bulla,a,7,1(disz) udu niga 2(disz) udu u2,
P211466,"SANTAG 6, 160",sux,bulla,a,8,u4-sakar u4 1(u) 5(disz),
P211466,"SANTAG 6, 160",sux,bulla,a,9,5(disz) udu niga 5(disz) udu u2,
P211466,"SANTAG 6, 160",sux,bulla,a,1,a2# u4-da,
P211466,"SANTAG 6, 160",sux,bulla,a,2,1(disz) udu niga 1(disz) udu u2,
P211466,"SANTAG 6, 160",sux,bulla,a,3,e2-mah,
P211466,"SANTAG 6, 160",sux,bulla,a,4,szunigin 1(u) udu [niga],
P211466,"SANTAG 6, 160",sux,bulla,a,5,szunigin 1(u) 8(disz) udu u2,
P211466,"SANTAG 6, 160",sux,bulla,a,6,szunigin 1(disz) masz2 u2,
P211466,"SANTAG 6, 160",sux,bulla,a,7,sa2-du11 {d}szara2,
P211466,"SANTAG 6, 160",sux,bulla,a,8,ki a-lu5-lu5-ta,
P211466,"SANTAG 6, 160",sux,bulla,a,9,zi-ga iti {d}pa4-u2-e,
P211466,"SANTAG 6, 160",sux,bulla,a,1,mu a-ra2 2(disz)-kam sza-asz-szu2-ru-um{ki} ba-hul,
P211704,"Hermitage 3, 501",sux,bulla,a,1,pisan-dub-ba,Basket-of-tablets:
P211704,"Hermitage 3, 501",sux,bulla,a,2,...,xxx
P211704,"Hermitage 3, 501",sux,bulla,a,3,zi-ga [...],xxx
P211704,"Hermitage 3, 501",sux,bulla,a,4,zi-ga lugal,xxx
P211704,"Hermitage 3, 501",sux,bulla,a,1,mu en {d}nanna kar-zi-da ba-hun,year: “xxx.”
P211780,"SANTAG 6, 255",sux,bulla,a,1,5(ban2) 4(disz) sila3 dabin,
P211780,"SANTAG 6, 255",sux,bulla,a,2,u4 4(disz)-kam,
P211780,"SANTAG 6, 255",sux,bulla,a,3,4(ban2) 8(disz) sila3 dabin,
P211780,"SANTAG 6, 255",sux,bulla,a,4,u4 5(disz)-kam,
P211780,"SANTAG 6, 255",sux,bulla,a,1,ki {d}szara2-kam-ta,
P211780,"SANTAG 6, 255",sux,bulla,a,2,kiszib3 ensi2-ka,
P211780,"SANTAG 6, 255",sux,bulla,a,3,iti nesag,
P211780,"SANTAG 6, 255",sux,bulla,a,4,mu us2-sa ma2 {d}en-[ki] ba-ab-du8#,
P211780,"SANTAG 6, 255",sux,bulla,a,1,{d}szu-{d}suen,
P211780,"SANTAG 6, 255",sux,bulla,a,2,lugal kal-ga,
P211780,"SANTAG 6, 255",sux,bulla,a,3,lugal uri5{ki}-ma,
P211780,"SANTAG 6, 255",sux,bulla,a,4,lugal an-ub-da limmu2-ba,
P211780,"SANTAG 6, 255",sux,bulla,a,1,a-a-kal-la,
P211780,"SANTAG 6, 255",sux,bulla,a,2,ensi2,
P211780,"SANTAG 6, 255",sux,bulla,a,3,umma{ki},
P211780,"SANTAG 6, 255",sux,bulla,a,4,ARAD2-zu,
P212050,"Hermitage 3, 272",sux,bulla,a,1,4(disz) sila4,
P212050,"Hermitage 3, 272",sux,bulla,a,2,u4 2(u) 1(disz)-kam,
P212050,"Hermitage 3, 272",sux,bulla,a,3,ki ab-ba-sa6-ga-ta,
P212050,"Hermitage 3, 272",sux,bulla,a,4,in-ta-e3-a,
P212050,"Hermitage 3, 272",sux,bulla,a,1,i3-dab5,
P212050,"Hermitage 3, 272",sux,bulla,a,2,iti ezem-{d}szul-gi,
P212050,"Hermitage 3, 272",sux,bulla,a,3,mu en-unu6-gal {d}inanna unu{ki} ba-hun,
P212050,"Hermitage 3, 272",sux,bulla,a,1,4(disz),
P212179,"Hermitage 3, 499",sux,tag,a,1,pisan-dub#-ba,Basket-of-tablets:
P212179,"Hermitage 3, 499",sux,tag,a,2,e2-tum,xxx
P212179,"Hermitage 3, 499",sux,tag,a,3,sag#-nig2-gur11-ra,xxx
P212179,"Hermitage 3, 499",sux,tag,a,4,u3 zi-ga,xxx
P212179,"Hermitage 3, 499",sux,tag,a,5,szu-ma-ma,xxx
P212179,"Hermitage 3, 499",sux,tag,a,1,iti# 1(u) 2(disz)-kam,xxx
P212179,"Hermitage 3, 499",sux,tag,a,2,[mu] sza#-asz#-ru{ki} [ba]-hul#,xxx
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,tag,a,1,ur-{d}namma,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,tag,a,2,lugal uri5{ki}-ma,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,tag,a,3,lugal ki-en-gi ki-uri,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,tag,a,4,lu2 e2 {d}en-lil2-la2,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,tag,a,5,in-du3-a,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,canephore,b,1,ur-{d}namma,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,canephore,b,2,lugal uri5{ki}-ma,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,canephore,b,3,lugal ki-en-gi ki-uri,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,canephore,b,4,lu2 e2 {d}en-lil2-la2,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,canephore,b,5,in-du3-a,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,brick,c,1,ur-{d}namma,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,brick,c,2,lugal uri5{ki}-ma,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,brick,c,3,lugal ki-en-gi ki-uri,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,brick,c,4,lu2 e2 {d}en-lil2-la2,
P226302,"RIME 3/2.01.01.24, ex. 38a-c",sux,brick,c,5,in-du3-a,
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,1,{d}mes-lam-ta-e3-a,"For Meslamtaea,"
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,2,lugal a2 zi-da,the king who is the right arm
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,3,lagasz{ki}-ke4,"of Lagaš,"
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,4,nam-ti-il,for the life
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,5,{d}szul-gi nita kal-ga,"of Šulgi,"
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,6,lugal uri5{ki}-ma-ka-sze3,"the king of Ur,"
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,7,ki-lu5-la gu-za-la2,"Kilula the chair-bearer,"
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,8,dumu ur-ba-gara2-ke4,"son of Ur-Bagara,"
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,9,mu-na-dim2 kiszib3-ba,fashioned (this) for him. This seal:
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,10,lugal-mu gesztu3 nig2-sa6-ga-ka-ni,"My King, By His Excellent Intelligence"
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,11,ga-an-ti-il,May I Live
P226633,"RIME 3/2.01.02.2039, ex. 01",sux,cylinder,a,12,mu-bi,is its name.
P227109,"RIME 3/2.01.02.42, ex. 01",sux,cylinder,a,1,{d}szul-gi,
P227109,"RIME 3/2.01.02.42, ex. 01",sux,cylinder,a,2,nita kal-ga,
P227109,"RIME 3/2.01.02.42, ex. 01",sux,cylinder,a,3,lugal uri5{ki}-ma,
P227109,"RIME 3/2.01.02.42, ex. 01",sux,cylinder,a,4,lugal an-ub-da limmu2-ba,
P227400,"RIME 3/2.01.01.02, ex. 50",sux,cylinder,a,1,ur-{d}namma,
P227400,"RIME 3/2.01.01.02, ex. 50",sux,cylinder,a,2,lugal uri5{ki}-ma,
P227400,"RIME 3/2.01.01.02, ex. 50",sux,cylinder,a,3,lu2 e2 {d}nanna,
P227400,"RIME 3/2.01.01.02, ex. 50",sux,cylinder,a,4,in-du3-a,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,1,5(u) 3(asz) 4(barig) sze gur lugal,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,2,1(ban2) 6(disz) sila3 sag gur-ra,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,3,sza3-bi-ta,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,4,2(u) 4(barig) 1(ban2) sze gur,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,5,guru7-a kux(KWU147)-ra,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,6,1(u) 2(asz) sze gur kiszib3 ku3-ga-ni,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,7,1(u) 2(asz) sze gur kiszib3 szesz-a-ni,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,8,6(asz) gur kiszib3 ur-{d}nun-gal,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,9,1(asz) 2(disz) gur kiszib3 lu2-{d}szara2,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,1,1(barig) kiszib3 {d}szara2-za-me,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,2,1(barig) lugal-e-ba-an-sa6,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,4,5(ban2) a2 ma2 hun-ga2 ma2 sze si-ga,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,5,szunigin 5(u) 2(asz) 4(barig) sze gur,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,6,zi-ga-am3,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,7,la2-ia3 1(asz) 1(ban2) 6(disz) sila3 sze gur,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,8,sze zi-ga a-pi4-sal4{ki}-ta,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,9,giri3 ad-da,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,10,iti sze-sag11-ku5,
P248587,"AAICAB 1/2, pl. 084, 1935-512",sux,cylinder,a,11,mu us2-sa sza-asz-ru-um{ki} ba-hul,
P248598,"AAICAB 1/2, pl. 088, 1935-523",sux,cylinder,a,1,4(disz) gi kid2 dagal,
P248598,"AAICAB 1/2, pl. 088, 1935-523",sux,cylinder,a,2,ki-la2-bi 5(disz) 2/3(disz) sar 4(disz) gin2,
P248598,"AAICAB 1/2, pl. 088, 1935-523",sux,cylinder,a,3,1(disz) gi kid2 ma2 tug2 du-a,
P248598,"AAICAB 1/2, pl. 088, 1935-523",sux,cylinder,a,4,ki-la2-bi 2/3(disz) sar 5(disz) gin2,
